__token__,__occurence__
épaulettes,8
réuniront,3
joint,4
l'attacher,1
graveras,3
naissances,1
précieuses,21
grave,12
cachets,4
enchâsseras,1
chatons,7
chaînettes,11
tressées,4
cordons,9
artistement,2
travaillé,14
carré,8
empan,5
adapteras,1
garniture,1
pierreries,2
rangées,13
Première,2
rangée,13
sardoine,5
topaze,5
émeraude,2
escarboucle,3
saphir,8
diamant,6
opale,2
agate,2
améthyste,2
chrysolithe,4
onyx,3
jaspe,7
enchâssées,2
rosettes,2
gravées,3
chacune,21
attacheras,4
inférieures,6
intérieur,27
appliqué,12
prés,20
attachera,3
ruban,4
entrera,33
gravés,1
perpétuel,32
l'Urim,6
Thummin,1
constamment,19
entière,45
rebord,5
tissé,5
cotte,3
d'armes,6
inférieur,14
grenades,19
clochettes,4
d'elles,12
clochette,4
grenade,6
revêtira,4
ministère,41
lame,7
cachet,3
Sainteté,2
l'attacheras,1
commises,13
saintes,55
consacreront,1
offrandes,61
couleurs,5
mitres,5
ornements,9
oindras,7
installeras,3
Fais-leur,3
caleçons,5
iront,24
cuisses,3
n'encourront,1
taureau,106
gâteaux,19
arrosées,4
d'huile,55
présenteras,6
avancer,5
laveras,2
poseras,4
diadème,18
l'oindras,3
appartiendra,11
poseront,8
égorgeras,3
réseau,2
foie,15
rognons,16
fumer,44
consumeras,3
excréments,9
couperas,3
morceaux,41
d'agréable,23
lobe,8
pouce,7
orteil,7
aspergeras,1
vêlements,1
enveloppe,12
d'installation,7
placée,9
galette,3
paumes,3
balanceras,2
balancée,16
ôteras,14
poitrine,20
l'installation,3
revient,16
balancé,1
redevance,3
prélevée,12
revêtus,20
oindra,1
installera,1
l'expiation,71
installer,1
consacrer,8
brûleras,4
expiation,13
d'épha,10
pétrie,33
quart,15
hin,19
d'olive,2
concassée,1
l'accompagneras,1
semblables,37
offert,43
consacrerai,3
J'habiterai,2
arêtes,2
l'encens,52
préparera,4
lorsqu'Aaron,1
Encens,1
n'offrirez,2
répandrez,1
expiatoire,7
l'an,2
compteras,3
recensement,32
donneront,15
rançon,16
recensera,1
d'aucun,16
lors,19
compris,16
dénombrement,20
sicle,37
guéras,5
acquittera,1
contribution,3
acquitter,3
recevras,5
l'appliqueras,1
titre,7
cuve,11
base,21
ablutions,5
laveront,3
myrrhe,15
cinname,1
aromatique,1
canne,2
odorante,1
huile,41
l'onction,18
composé,3
l'art,7
parfumeur,5
parfums,57
répandra,14
composition,2
sacrée,5
regarderez,5
composera,1
résine,1
odorant,2
galbanum,1
égales,2
l'encensement,3
salé,3
réduiras,1
poudre,11
regarderas,3
respirer,4
Béséléel,3
d'Uri,5
tribu,212
d'intelligence,14
d'ouvrages,6
inventions,3
graver,2
tailler,5
exécuter,22
adjoint,1
Ooliab,4
d'Achisamech,2
exécutent,2
meubles,4
cérémonie,3
fonctions,29
exécuteront,2
manquez,4
sabbats,34
profanera,4
travaillera,2
complet,5
observeront,4
célébreront,4
écrites,21
apportez-les-moi,1
façonna,1
burin,2
fonte,20
divertir,2
détournés,8
prescrite,15
prosternés,6
raide,7
laisse-moi,9
s'embrase,2
s'embraserait-elle,1
diraient-ils,1
anéantir,5
Revenez,18
l'ardeur,27
repentez-vous,2
jurant,7
vous-même,9
posséderont,21
l'ouvrage,48
l'écriture,2
gravée,2
poussant,6
victoire,19
défaite,12
j'entends,8
chantent,4
danses,7
Montagne,8
brûla,26
broya,1
réduire,7
porté,43
Fais-nous,3
dépouillent,5
frein,8
l'exposant,1
risée,18
rassemblèrent,19
passez,11
repassez,1
parent,9
qu'ordonnait,1
pérît,1
environ,33
Consacrez-vous,1
obtiendrai-je,1
pardon,13
Pardonnez,3
effacez-moi,1
écrit,210
visite,10
punirai,9
Phérézéen,2
Jébuséen,9
monterai,11
t'anéantir,1
dures,2
montais,1
instant,34
t'anéantirais,1
enlève,13
mont,39
levait,6
suivait,17
entrât,3
descendait,25
prosternait,1
retournait,7
Nun,29
s'éloignait,2
enverrez,3
faîtes,2
connaisse,5
Considérez,11
connaîtra-t-on,3
marcherez,3
distinguera,1
demandes,4
Faites-moi,1
prononcerai,3
couvrirai,3
j'aie,18
retirerai,9
verras,33
prêt,24
montre,23
paissent,5
tailla,1
prononça,22
miséricordieux,18
lent,11
conserve,3
révolte,15
impunis,4
visitant,2
Aussitôt,46
daigne,5
pardonnez,17
iniquités,63
péchés,173
prenez-nous,1
t'environne,3
terribles,9
j'accomplirai,6
t'ordonne,2
contracter,1
marches,17
renverserez,4
autels,55
abattrez,3
Aschérim,1
contracte,1
prostituent,4
offrent,11
t'invitent,2
manges,2
prostituant,5
n'entraînent,1
prostituer,7
métal,5
fondu,17
prescrit,33
labourage,2
Semaines,5
convoitera,1
présenter,28
L'alliance,1
descendant,9
rayonnante,2
rayonnait,1
s'approcher,5
reçus,8
entrait,8
ôtait,2
n'allumerez,1
Prélevez,1
disposé,9
apportera,14
l'habileté,4
ais,4
cordages,9
construction,6
bagues,2
d'objets,6
prélevé,15
ouvrages,24
culte,25
l'apportèrent,5
filèrent,2
odoriférant,6
disposés,2
contribuer,1
l'organe,27
volontaires,15
Sachez,7
Béseléel,3
d'art,2
d'enseignement,1
sculpture,5
tisser,3
intelligents,10
poussait,10
s'appliquer,2
apportée,6
continuait,15
exécutaient,1
quittant,4
l'exécution,3
proclamation,7
s'occupe,4
empêcha,3
suffisaient,1
travaillaient,6
d'habile,1
correspondaient,1
assembler,2
format,1
Ou,31
fit-on,2
s'étendait,14
représenta,1
figurés,1
fondit,10
chapiteaux,16
servaient,15
d'amandiers,1
employa,1
d'ente,1
miroirs,2
s'assemblaient,1
employées,2
soin,63
d'Ithamar,6
Achisamech,1
sculpter,6
inventer,1
Total,20
talents,45
L'argent,2
recensés,67
C'était,18
béka,1
fondre,14
socle,2
L'airain,1
lames,3
entrelaça,1
joindre,4
attacher,5
grava,3
garnit,1
d'émeraude,1
entourées,1
garnitures,1
l'attache,1
d'arme,2
déchirât,1
damassée,1
l'attacha,1
placer,12
exécutèrent,2
ranger,5
conformément,7
examina,1
l'avaient,25
exécuté,9
YAHWEH,1
offrirez,46
offrira,51
l'offrira,5
accepté,3
égorgera,3
offriront,6
répandront,5
dépouillera,4
découpera,2
mettront,24
disposeront,1
arrangeront,1
fressure,2
placé,25
lavera,30
d'agneaux,1
l'égorgera,9
arrangera,3
d'oiseaux,3
tourterelles,10
pigeons,9
l'oiseau,19
brisera,10
l'ongle,1
exprimé,2
paroi,3
ôtera,11
jabot,1
impuretés,6
jettera,7
met,61
fendra,3
versera,7
ajoutera,8
l'apportera,4
poignée,9
l'oblation,38
cuit,10
offres,3
poêle,7
rompras,1
verseras,3
casserole,2
préparée,9
présentée,2
prélèvera,2
présenterez,5
contienne,3
manquer,6
rôtis,1
grain,27
broyé,4
ajouteras,3
pacifique,48
parois,9
recouvre,8
région,16
lombaire,5
taie,9
détachera,6
coupée,8
l'échine,1
l'aliment,3
habitiez,1
relatifs,2
reçu,113
d'expiation,6
amènera,12
trempera,5
l'aspersion,17
odoriférants,1
immolé,14
brûlera,17
tas,11
brûlé,29
quelqu'une,4
l'amènera,4
pardonné,22
emportera,11
égorge,8
brûle,15
velue,1
amène,10
immole,3
pèche,30
l'adjuration,1
qualité,9
iniquité,80
apercevoir,2
impure,19
cadavre,35
impur,121
reptile,3
contracté,4
impureté,14
humaine,10
aperçoive,2
tard,10
légère,9
jure,22
affirme,2
inconsidéré,1
remarqué,5
confessera,5
moyen,16
procurer,11
sacrifiera,1
détacher,4
rites,3
d'encens,3
l'oblation.,1
commet,32
infidélité,9
retenant,1
réparation,32
estimé,7
tort,14
estimation,22
mentant,5
dépôt,6
volée,2
ravie,1
confié,15
sus,3
remettra,6
coupable.,1
Donne,20
L'holocauste,2
foyer,2
Chaque,17
revêtu,26
laissée,9
déposera,4
entretenu,1
s'éteigne,2
allumera,1
s'éteindre,2
cuira,1
assignée,2
consumées,8
recevra,23
l'apporteras,1
frite,2
l'offriras,3
divisée,15
succédera,2
consumée,6
égorgée,3
mangée,6
rejaillit,2
rejailli,1
brisé,56
nettoyé,2
rincé,1
brûlée,11
cuite,2
offerte,4
égale,4
l'offre,3
reconnaissance,7
prélevées,3
volontaire,10
resterait,3
d'impur,8
trouvant,12
d'impureté,6
appartenant,11
souillure,28
peuple.,5
usage,10
d'oiseau,3
quadrupède,1
balancer,5
imposée,7
onction,6
descendants.,2
prescrivit,2
convoque,4
réunion.,2
réunie,5
faire.,1
lava,7
ceignit,7
serra,3
Thummim,4
posé,26
oignit,7
consacra,10
l'oignit,2
l'égorgea,3
purifia,3
égorgea,11
oreille,24
pétri,3
graisses,11
balança,3
accomplis,21
installation,2
resterez,3
mouriez,5
commandées,2
offre-les,1
âgés,6
immoler,5
apparaîtra.,2
trempa,1
sacrifia,3
consuma,10
Enfin,12
poitrines,2
élevant,6
dévora,8
joie,277
encensoir,9
m'approchent,1
glorifié,26
tut,2
Elisaphon,1
oncle,12
camp.,1
emportèrent,10
flotter,3
désordre,5
déchirerez,1
pleurent,10
l'embrasement,3
boiras,15
boisson,8
enivrante,5
entrerez,2
discerner,9
puissiez,4
enseigner,26
données,27
restaient,12
mangez-la,1
apporteront,6
destinées,13
prélève,4
balance,17
balancées,1
s'enquit,2
s'irrita,6
portiez,6
fassiez,10
deviez,2
commandé.,1
eût-il,2
fourchu,5
rumine,8
ruminent,3
gerboise,1
corné,1
lièvre,2
porc,5
impurs,29
nageoires,5
écailles,9
mers,21
tiendrez,4
abominables,14
d'écailles,1
l'aurez,4
abominable,15
l'aigle,16
l'orfraie,2
vautour,5
milan,2
faucons,1
corbeaux,6
l'autruche,5
chat-huant,2
mouette,2
d'éperviers,2
hibou,3
cormoran,2
chouette,3
cygne,1
pélican,5
gypaète,1
cigogne,6
hérons,2
huppe,2
chauve-souris,2
insecte,3
pattes,4
insectes,2
ailés,3
marchent,32
sauter,2
solam,1
hargol,1
hagab,1
ailée,1
Ceux-ci,13
rendront,7
impures,4
belette,1
souris,6
lézards,1
musaraigne,1
caméléon,1
salamandre,1
lézard,2
vert,15
taupe,1
tombera,36
ustensile,5
aliment,11
souillée,26
couvercle,3
détruits,25
souillés,11
toutefois,13
semée,6
pure,26
meurt,38
traînent,2
rendez,23
seriez,9
sanctifierez,4
souillerez,3
touchant,29
quadrupèdes,7
distinguiez,1
enfantera,3
indisposition,3
menstruelle,7
purification,16
n'ira,6
semaines,6
pigeon,2
flux,32
pure.,1
tumeur,7
dartre,6
tache,25
examinera,7
paraisse,13
examiné,3
déclarera,19
séquestrera,6
l'examinera,14
paraît,23
n'avoir,15
progrès,14
étendue,27
terne,1
montrera,6
blanchir,2
trace,12
invétérée,1
l'enfermera,2
épanouie,1
apercevra,1
change,11
devient,22
ulcère,5
guéri,34
l'ulcère,6
rougeâtre,5
enfoncée,3
éruption,5
pâle,6
contraire,37
restée,11
s'étendre,3
cicatrice,2
menton,2
jaunâtre,3
nétheq,13
pourtant,31
rasera,11
cependant,27
s'étend,9
rechercher,10
poussé,15
poils,4
noirs,3
taches,4
exanthème,1
chauve,13
tombés,28
l'aspect,25
lépreux,21
déchirés,8
couvrira,14
barbe,20
criera,5
Impur,1
Aussi,62
laine,17
destiné,9
chaîne,15
trame,9
verdâtre,1
enfermera,1
maligne,4
lavée,7
rongé,3
l'envers,1
l'arrachera,2
reparaît,1
disparu,22
attaque,4
impures.,1
concernant,14
ordonnera,4
purifié,15
cèdre,50
l'hysope,10
aspergera,2
lâchera,3
purifie,14
baignera,24
sourcils,1
dixièmes,19
log,5
balancera,7
immolera,3
moyens,17
limités,1
pu,37
limités.,1
posséderez,9
J'aperçois,1
examiner,7
murs,60
cavités,1
verdâtres,1
rougeâtres,1
paraissant,1
enfoncées,2
mur,64
fermer,9
retournera,26
atteintes,2
racler,1
raclée,1
recrépir,1
raclé,1
recrépi,1
démolira,2
déclarée,2
close,3
recrépie,1
guérie,13
purifier,14
purifiera,7
dartres,2
lèpre.,1
dites-leur,6
gonorrhée,4
couler,13
retienne,4
couchera,7
s'assiéra,9
crache,2
qu'aura,4
épanchement,3
séminal,4
l'épanchement,1
lavés,3
meuble,1
l'impureté,12
plusieurs,72
accoutumé,2
prolonge,5
Lorsqu'elle,5
purifiée,6
apprendrez,1
souillant,2
menstruel,1
impure.,1
au-dedans,10
j'apparais,1
ceindra,3
baigné,1
Azazel,4
tombé,27
lâcher,2
charbons,17
ardents,10
poignées,1
aspersion,5
orientale,9
souillures,13
transgressions,34
sanctifiera,1
l'enverra,1
inhabitée,2
déposés,6
reprendra,2
lâché,3
rentrera,9
Ceci,8
affligerez,5
séjourne,9
L'expiation,1
l'avenir,10
installé,3
sacerdotales,8
péchés.,1
l'amener,2
imputé,7
répandu,43
d'immoler,2
amènent,1
n'offriront,1
satyres,2
n'amènera,1
l'offrir,3
retrancherai,10
Personne,19
née,4
morte,16
suivrez,6
pratiquerez,3
Lois,1
pratique,92
parente,2
découvrir,11
découvriras,15
t'approchant,1
proches,12
parentes,1
rivale,2
découvrant,1
t'approcheras,2
souiller,12
Moloch,9
profaneras,2
coucheras,7
tiendra,14
souillez,5
souillées,5
chasser,28
vomira,3
commettrez,3
l'avoir,25
vomi,1
commettront,2
retranchés,8
pratiquer,10
usages,6
pratiquaient,1
Dieu.,12
craigne,4
observe,20
tournez,4
idoles,113
l'offrirez,3
concilier,1
l'immolerez,1
moissonneras,4
ramasseras,3
glaner,2
cueilleras,2
restées,9
verger,11
déroberez,1
n'userez,1
tromperie,10
jurerez,1
profanerais,1
dépouilleras,2
proféreras,2
d'injustice,6
complaisance,3
jugeras,1
n'iras,3
semant,1
diffamation,1
haïras,2
reprendras,1
charger,4
vengeras,1
rancune,4
aimeras,12
n'accoupleras,1
bestiaux,6
différentes,3
n'ensemenceras,3
semences,10
rachetée,4
affranchie,4
châtiés,9
planté,20
fruitiers,6
consacrés,10
continuera,5
rapport,30
divination,12
magie,5
tondrez,2
rond,1
chevelure,7
raseras,1
d'incisions,4
n'imprimerez,1
figures,10
prostitution,13
remplisse,2
crimes,30
révérerez,2
adressez,2
évoquent,5
esprits,36
devins,17
consultez,1
lèveras,9
blanchie,2
honoreras,1
vieillard,18
craindras,6
l'opprimerez,1
traiterez,4
l'aimeras,1
capacité,4
balances,4
épha,23
séjournent,3
profaner,9
adultère,19
mariée,12
adultères,21
découvre,11
honteuse,2
livrera,25
n'existe,3
tuerez,3
s'approche,12
découvert,19
propre,102
mène,13
vomisse,1
dégoût,16
distinguerez,1
rendrez,6
distinguer,6
évoque,3
s'adonne,4
excepté,11
rang,12
Chef,3
souillera,4
raseront,3
n'enlèveront,1
profaneront,3
consumés,19
déshonorée,5
répudiée,8
déshonore,7
répandue,12
découvrira,4
déchirera,2
n'approchera,6
déshonorera,1
dis-lui,11
difformité,8
corporelle,6
boiteux,28
mutilation,1
excroissance,2
fracture,3
bossu,1
nain,1
gale,3
testicules,3
écrasés,6
sanctuaires,4
sanctifie.,1
s'abstiennent,1
consacrent,2
profanent,1
contact,1
rampant,1
communiqué,1
chargent,1
profané,22
ajoutant,4
commettraient,1
mangeant,14
l'accomplissement,16
agréés,2
agréée,4
s'acquitter,1
parfaite,27
estropié,1
mutilé,3
froissés,1
coupés,8
Même,21
n'accepterez,3
corrompues,1
seraient,18
agréées,1
suivants,1
Boeuf,1
n'immolerez,1
profanerez,3
solennités,10
publierez,5
assemblées,9
fêtes,24
quinzième,13
servile,11
servile.,1
apporterez,2
balancerez,1
sacrifierez,1
l'accompagnera,1
grillés,1
frais,7
apportiez,1
entières,2
cuits,2
joignant,2
ordinaires,3
immolerez,1
solennel,8
rappel,1
cor,3
Expiations,3
s'affligera,1
retranchée,6
demeurerez,5
absolu,1
neuvième,28
sabbat.,1
Tabernacles,6
clôture,9
oblations,26
indépendamment,6
dons,28
voeux,32
récolté,1
rameaux,33
touffus,3
saules,4
rivière,5
réjouirez,3
huttes,6
feuillage,13
indigènes,2
demeureront,4
sachent,14
Ordonne,5
brûlent,6
cuiras,1
piles,1
pile,2
mémorial,8
disposera,1
perpétuelle.,1
israélite,3
blasphéma,1
Nom,4
Salumith,1
Dabri,1
déclarât,2
blasphémateur,4
posent,2
lapide,2
blasphémera,1
Etranger,1
blasphème,13
mortellement,2
lapidèrent,6
reposera,9
tailleras,2
poussera,8
soi-même,15
grains,8
d'années,14
durée,7
période,1
quarante-neuf,1
retentir,20
éclatant,6
cinquantième,3
jubilé,21
sèmerez,5
moissonnerez,3
d'elle-même,6
vendangerez,1
vente,6
achetez,3
qu'aucun,19
écoulées,3
Plus,18
élèveras,2
abaisseras,1
vend,10
Qu'aucun,2
sécurité,43
mangerons-nous,2
sèmerons,1
recueillerons,1
enverrai,5
l'ancienne,5
accorderez,1
rachètera,6
représente,3
procure,7
l'acquéreur,3
libéré,3
vendeur,4
d'habitation,2
située,8
murée,1
l'expiration,1
complète,6
entourés,2
considérées,1
fonds,4
racheter,18
libérées,1
achète,4
vendue,1
libérée,1
banlieue,49
vendus,8
s'affaiblisse,1
soutiendras,1
fut-il,3
tire,16
intérêt,17
profit,16
prêteras,4
tirer,18
t'appartiendront,1
t'entourent,3
achèterez,3
vivent,14
l'hôte,2
parents,31
acquiert,6
richesses,69
évaluant,1
raison,43
racheté,20
manières,4
d'idoles,8
dresserez,3
stèle,5
placerez,1
ornée,4
suivez,5
mettez,19
j'enverrai,23
pluies,6
battage,1
prolongera,3
vendange,8
atteindra,11
dormirez,1
effraie,2
disparaître,39
féroces,6
poursuivront,6
anciennes,9
rejetterez,2
fussiez,4
n'écoutez,6
méprisez,4
violer,4
consomption,3
fièvre,12
languir,3
défaillir,4
domineront,4
fuirez,3
poursuive,10
m'écoutez,5
châtierai,18
briserai,17
l'orgueil,42
dépensera,1
marchez,14
lâcherai,3
raviront,1
déchireront,1
réduiront,2
chemins,23
déserts,11
châtiments,5
corriger,2
vengeresse,1
rassemblerez,1
soutien,4
cuiront,1
rassasiés,32
hauts,76
j'abattrai,4
consacrées,17
placerai,6
infâmes,31
rejettera,6
horreur,25
réduirai,6
ravagerai,1
respirerai,1
dévasterai,4
l'habiteront,2
stupéfaits,8
dévasté,21
désertes,8
jouira,4
solitude,28
dévastée,13
l'habitiez,1
survivront,2
agitée,5
fuiront,2
trébucheront,2
périrez,10
dévorera,34
consumeront,4
confesseront,1
reconnaissant,5
s'humilie,2
acceptent,1
abandonné,63
accepteront,1
méprisé,25
rejetterai,11
aurai,18
exterminer,19
ancêtres,2
l'estimation,6
ressources,2
voue,1
remplace,2
rapportera,2
consacrant,1
consacre,5
l'ensemencer,1
homer,10
d'orge,20
évaluera,2
restent,18
réduction,1
patrimoine,5
consacrée,8
L'année,4
estimations,1
s'agit,3
anathème,41
Aucune,5
vouée,4
dîmes,8
houlette,5
choix,12
d'échange,1
remplacé,1
rachetés.,1
Égypte,3
l,255
patriarcales,53
comptant,20
aptes,1
troupes,56
patriarcale,11
tiendront,8
Elisur,5
Sédéur,5
Salamiel,5
Surisaddaï,5
Nahasson,7
Aminadab,11
Nathanaël,19
Suar,5
Eliab,15
Hélon,8
Elisama,13
Ammiud,5
Gamaliel,7
Phadassur,5
Abidan,5
Gédéon,57
Ahiéser,6
Ammisaddaï,4
Phégiel,5
Ochran,4
Eliasaph,6
Duel,5
Ahira,5
Enan,4
désignés,11
convoquèrent,5
enregistrés,4
quarante-six,3
cinquante-neuf,2
quarante-cinq,12
soixante-quatorze,4
cinquante-quatre,7
cinquante-sept,3
cinquante-trois,3
recensèrent,1
n,25
réuniras,1
camperont,5
partira,4
démonteront,1
campera,6
dresseront,2
s,20
approchera,5
bannière,14
agirent,6
PREMIÈRE,7
PARTIE,11
EN,4
VUE,1
DU,8
DÉPART,1
SINAI,1
I,3
LE,13
RECENSEMENT,1
Recensement,2
enseignes,4
orient,2
seconds,1
avancera,1
suivront,7
occident,2
troisièmes,1
bannières,2
inscrits,23
répartis,3
C,8
campaient,7
mettaient,6
Ordre,1
installés,1
exercer,6
lorsqu,5
Eleazar,1
exercèrent,1
accomplir,18
j,10
lévites,164
Lebni,2
Jésaar,1
Gersonites,11
Laël,1
concerne,21
entrée,23
Amramites,2
Jésaarites,1
Hébronites,6
Oziélites,1
Caathites,14
confia,2
rapporte,8
Moholites,2
Musites,2
Mérarites,2
Suriel,1
Abihaiel,1
approcherait,1
vingt-deux,22
comptés,12
soixante-treize,4
dépassent,6
dépassaient,2
rachetés,16
Compte,2
jusqu,19
fonction,18
marin,9
étendront,5
drap,9
placeront,6
patères,1
envelopperont,3
nécessaires,4
brancard,2
enveloppé,8
ôteront,3
emporter,7
toucheront,1
contient,11
Agissez,2
approcheront,2
assigneront,1
remettrez,3
exerceront,1
recenseras,1
entourent,13
inventaire,1
confiés,7
remplissaient,7
organe,3
transport,4
assignant,1
c,9
Nouveaux,2
aperçus,4
Hommes,8
souillent,3
quelqu,5
présentent,6
détourne,40
cachée,20
secret,45
jalousie,47
orge,1
encens,6
rappelle,11
prévarication,4
dénouera,1
apportent,10
adjurera,2
t,12
préservée,2
imprécation,4
exécration,1
maigrir,2
flancs,16
enfler,2
Amen,59
écrira,4
imprécations,5
rouleau,6
effacera,2
enflera,1
maigriront,1
souille,13
empare,1
exempt,3
II,4
LÉGISLATIONS,1
COMPLÉMENTAIRES,1
Lorsqu,1
vœu,8
nazaréen,10
abstiendra,1
vinaigre,10
raisin,6
secs,4
nazaréat,8
pépins,1
rasoir,6
accomplissement,3
librement,7
consécration,2
subitement,6
occasion,29
consacrera,3
précédents,2
nuls,2
posés,7
rasé,3
permettront,1
Selon,14
agira,4
bénirez,1
luire,6
accorde,9
dresser,8
oindre,3
oints,4
sanctifiés,16
présidé,1
bœuf,6
Reçois,2
besoins,20
devaient,26
dédicace,12
godet,12
onzième,18
douzième,16
argents,1
godets,3
pesait,5
Douze,23
vingt-quatre,26
offerts,7
III–,1
DERNIERS,2
ÉVÉNEMENTS,1
SÉJOUR,1
AU,2
SINAÏ,2
purifie-les,1
purifieras,2
passent,22
purifient,2
convoqueras,1
sépareras,2
ouvrant,9
purifièrent,2
vingt-cinq,25
aidera,1
agiras,5
concernent,3
fissent,3
S,1
présentés,6
serions-nous,2
privés,6
Attendez,1
apprenne,4
briseront,5
prescriptions,8
relatives,4
omet,1
observera,1
couvrait,7
élevait,2
levaient,11
arrêtait,1
dressaient,8
reposait,8
restait,15
observaient,4
s'arrêtait,4
transmis,4
trompettes,47
convocation,1
réunira,2
sonne,6
sonnerez,7
éclat,11
campent,3
départ,11
convoquer,3
sonneront,3
irez,8
attaquera,1
rappelés,4
lunes,10
offrant,6
vingtième,9
reprenant,4
commandée,12
démontée,1
d'Ammiud,5
formait,4
l'arrière-garde,5
d'Ammisaddaï,1
d'Ochran,1
d'Enan,1
invite,5
l'accompagner,5
Hobab,3
Madianite,4
partons,2
n'irai,2
aurons,2
d'oeil,2
partager,7
fera.,1
étapes,2
partaient,3
partait,6
fuient,15
Reviens,8
DEUXIÈME,8
PARTIEDU,1
CADÈS,2
murmurer,3
s'alluma,8
dévorait,6
s'éteignit,1
Thabéera,1
ramas,1
convoitise,15
recommencèrent,2
souvient,11
concombres,2
melons,1
poireaux,1
oignons,1
l'ail,1
desséchée,16
répandait,6
broyait,1
meules,2
pilait,1
cuisait,1
pot,10
grandement,7
attristé,2
n'ai-je,3
ayez,33
disiez,4
Porte-le,2
nourricier,1
allaite,1
prendrai-je,1
pesant,16
traiter,7
tuez-moi,1
plutôt,37
Assemble-moi,2
préposés,7
amène-les,1
Sanctifiez-vous,5
pleuré,6
rejeté,37
Egorgera-t-on,1
ramassera-t-on,1
est-elle,21
courte,4
t'arrivera,3
assembla,13
prophétisèrent,7
continuèrent,5
Eldad,2
Médad,2
restés,14
prophétisent,23
empêche-les,1
Es-tu,17
Plût,2
abattit,7
journée,13
ramassa,2
consommée,1
Qibroth-Hattaava,2
enflammé,2
Haséroth,7
couschite,2
N'a-t-il,1
doux,29
Soudain,2
Sortez,9
révèle,6
fidèle,59
énigmes,5
contemple,9
lépreuse,2
tourna,16
follement,2
mort-né,1
demi-consumée,1
guérissez-là,1
craché,1
serait-elle,5
séquestrée,2
reçue,14
Envoie,5
explorer,17
Sammua,2
Zéchur,2
Saphat,7
Huri,2
Caleb,38
Jéphoné,16
Igal,1
Osée,12
Phalti,2
Raphu,1
Geddiel,1
Sodi,1
Gaddi,1
Susi,1
Ammiel,2
Gemalli,1
Sthur,1
Michaël,10
Nahabi,1
Vapsi,1
Guel,1
Machi,1
Montez,15
Négeb,11
monterez,1
examinerez,1
l'habite,3
considérable,13
ouvertes,9
fortifiées,11
maigre,2
Ayez,18
explorèrent,2
Sin,14
Rohob,10
d'Emath,17
Achiman,1
Sisaï,2
Tholmaï,5
d'Enac,9
bâtie,26
Tanis,6
d'Escol,4
coupèrent,10
perche,1
figues,22
d'explorer,1
montrèrent,4
récit,8
taire,11
Montons,2
emparons-nous,1
rendre,77
maîtres,34
décrièrent,1
exploré,4
parcouru,7
l'explorer,2
haute,77
TROISIÈME,6
PARTIECADÈS,1
murmurèrent,3
fait-il,6
tombions,1
vaut-il,4
Nommons,1
retournons,4
excellent,13
rébellion,7
abri,10
lapider,6
méprisera-t-il,1
croira-t-il,1
malgré,11
montrez,2
innocent,30
punit,4
remplira,6
animé,8
fidèlement,17
L'Amalécite,1
retournez-vous,2
supporterai-je,4
méchante,8
murmure,5
profèrent,10
murmuré,1
n'entrerez,3
l'exception,3
dédaigné,5
mèneront,1
infidélités,5
porterez,7
éloignement,1
ameutée,1
décrivant,1
décrié,1
Défaite,3
Horma,6
désolation,19
transgressez-vous,3
Cela,34
réussira,4
montez,7
battre,17
l'Amalécite,3
tomberiez,1
s'obstinèrent,1
bougèrent,1
taillèrent,2
tiers,36
l'acquittement,1
demi-hin,3
Suivant,1
règle,24
prélèverez,8
Péchés,2
d'ignorance,2
présomption,2
péchez,9
n'observant,1
dis-je,5
erré,3
commettant,3
outrage,6
Châtiment,1
violation,1
ramassait,2
ramassant,1
l'amenèrent,3
déterminé,3
lapida,3
glands,3
symbolisme,1
mettent,29
gland,2
coin,5
souviendrez,3
n'irez,2
désirs,17
entraînent,4
l'infidélité,2
partisans,3
Dathan,10
Abiron,7
d'Eliab,6
Hon,1
Phéleth,1
conseils,21
renom,11
s'attroupèrent,2
C'en,6
élevez-vous,3
encensoirs,9
mettez-y,4
jetez,5
choisira,10
ambitionnez,1
assemblez,3
t'ériges,1
conduits,15
Penses-tu,4
crever,1
trouvez-vous,1
présentez,6
convoqué,5
Séparez-vous,1
consumerai,2
t'irriterais,1
Ecartez-vous,4
d'Abiron,3
Eloignez-vous,4
méchants,152
touchez,8
périssiez,4
enveloppés,3
s'écartèrent,1
connaîtrez,4
oeuvres,73
n'agis,2
moi-,1
inouïe,1
descendent,30
achevait,3
prononcer,8
recouvrit,2
disparurent,9
engloutisse,1
offraient,4
répandre,23
étendues,4
recouvrir,1
devenus,25
s'attroupait,1
instant.,1
l'encensoir,3
jettes-y,1
promptement,17
commence,4
commençait,6
arrêtée,4
Quatorze,1
verge,43
verges,13
écriras,9
choisirai,2
fleurira,3
cesser,24
fleuri,2
éclos,2
mûri,1
Replace,1
conservée,1
fasses,6
périssons,3
perdus,9
faudra-t-il,2
adjoints,2
remplirez,3
confère,3
L'étranger,2
reviendra,19
sauf,7
consumer,4
dévoué,7
Leur,37
prélèvent,1
n'approcheront,2
n'auront,17
prélèveront,1
prélèvement,2
compté,12
tirée,5
comptée,3
l'ordonnance,4
t'amener,2
rousse,1
corporel,2
n'ait,19
recueillera,6
conservera,4
recueilli,23
humain,6
ossements,15
humains,7
trempée,1
Mériba,9
disputa,1
n'avons-nous,5
périrent,15
grenadier,3
Ecoutez-donc,1
rebelles,45
ferons-nous,11
L'assemblée,3
contestèrent,1
passage,24
